managed	2.000000	1.000000	0.012579	0.024845
month	18.000000	0.300000	0.113208	0.164384
go	13.000000	0.073446	0.081761	0.077381
issues	2.000000	0.200000	0.012579	0.023669
send	13.000000	0.684211	0.081761	0.146067
finally	2.000000	0.400000	0.012579	0.024390
asking	2.000000	0.500000	0.012579	0.024540
sent	8.000000	0.615385	0.050314	0.093023
returned	5.000000	0.500000	0.031447	0.059172
far	2.000000	0.068966	0.012579	0.021277
hard	7.000000	0.152174	0.044025	0.068293
every	2.000000	0.028169	0.012579	0.017391
awful	2.000000	0.285714	0.012579	0.024096
little	2.000000	0.046512	0.012579	0.019802
exact	2.000000	0.222222	0.012579	0.023810
look	2.000000	0.041667	0.012579	0.019324
list	4.000000	0.444444	0.025157	0.047619
try	4.000000	0.200000	0.025157	0.044693
discover	2.000000	1.000000	0.012579	0.024845
jump	2.000000	0.400000	0.012579	0.024390
cost	4.000000	0.307692	0.025157	0.046512
even	12.000000	0.255319	0.075472	0.116505
new	11.000000	0.268293	0.069182	0.110000
ever	5.000000	0.030864	0.031447	0.031153
told	11.000000	0.916667	0.069182	0.128655
never	2.000000	0.058824	0.012579	0.020725
hours	5.000000	0.238095	0.031447	0.055556
wait	5.000000	0.454545	0.031447	0.058824
technical	2.000000	1.000000	0.012579	0.024845
30	2.000000	0.181818	0.012579	0.023529
experience	6.000000	0.600000	0.037736	0.071006
apple	2.000000	0.400000	0.012579	0.024390
replace	11.000000	0.458333	0.069182	0.120219
use	9.000000	0.034749	0.056604	0.043062
charge	4.000000	0.181818	0.025157	0.044199
crap	3.000000	0.333333	0.018868	0.035714
spoke	2.000000	1.000000	0.012579	0.024845
working	7.000000	0.250000	0.044025	0.074866
two	3.000000	0.093750	0.018868	0.031414
next	2.000000	0.181818	0.012579	0.023529
call	20.000000	0.555556	0.125786	0.205128
tell	4.000000	0.210526	0.025157	0.044944
thing	15.000000	0.096774	0.094340	0.095541
didn't	8.000000	0.533333	0.050314	0.091954
company	6.000000	0.500000	0.037736	0.070175
phone	10.000000	0.555556	0.062893	0.112994
broke	4.000000	0.400000	0.025157	0.047337
excellent	2.000000	0.133333	0.012579	0.022989
must	2.000000	1.000000	0.012579	0.024845
customer	5.000000	0.555556	0.031447	0.059524
work	14.000000	0.100000	0.088050	0.093645
complain	3.000000	0.187500	0.018868	0.034286
give	3.000000	0.130435	0.018868	0.032967
process	3.000000	0.100000	0.018868	0.031746
something	2.000000	0.100000	0.012579	0.022346
want	5.000000	0.128205	0.031447	0.050505
serial	2.000000	1.000000	0.012579	0.024845
story	2.000000	1.000000	0.012579	0.024845
end	18.000000	0.148760	0.113208	0.128571
sit	5.000000	0.147059	0.031447	0.051813
1	10.000000	0.109890	0.062893	0.080000
fourth	3.000000	1.000000	0.018868	0.037037
answer	2.000000	1.000000	0.012579	0.024845
product	6.000000	0.089552	0.037736	0.053097
tried	2.000000	0.250000	0.012579	0.023952
turing	2.000000	0.666667	0.012579	0.024691
wrong	2.000000	0.500000	0.012579	0.024540
purchase	6.000000	0.150000	0.037736	0.060302
short	3.000000	0.250000	0.018868	0.035088
worst	2.000000	0.166667	0.012579	0.023392
order	3.000000	0.428571	0.018868	0.036145
refund	2.000000	0.500000	0.012579	0.024540
help	10.000000	0.434783	0.062893	0.109890
don't	7.000000	0.159091	0.044025	0.068966
years	3.000000	0.136364	0.018868	0.033149
won't	3.000000	0.300000	0.018868	0.035503
still	12.000000	0.324324	0.075472	0.122449
bunch	4.000000	0.800000	0.025157	0.048780
24	2.000000	0.400000	0.012579	0.024390
acknowledge	2.000000	1.000000	0.012579	0.024845
fix	15.000000	0.625000	0.094340	0.163934
actually	3.000000	0.500000	0.018868	0.036364
late	8.000000	0.533333	0.050314	0.091954
covered	3.000000	1.000000	0.018868	0.037037
weeks	6.000000	0.461538	0.037736	0.069767
might	2.000000	0.181818	0.012579	0.023529
return	8.000000	0.363636	0.050314	0.088398
toshiba	2.000000	0.222222	0.012579	0.023810
front	3.000000	0.428571	0.018868	0.036145
day	14.000000	0.259259	0.088050	0.131455
always	2.000000	0.105263	0.012579	0.022472
found	2.000000	0.333333	0.012579	0.024242
went	10.000000	0.526316	0.062893	0.112360
repaired	5.000000	0.714286	0.031447	0.060241
receipt	3.000000	1.000000	0.018868	0.037037
connect	4.000000	0.148148	0.025157	0.043011
year	8.000000	0.222222	0.050314	0.082051
175	2.000000	1.000000	0.012579	0.024845
3rd	2.000000	0.666667	0.012579	0.024691
open	2.000000	0.095238	0.012579	0.022222
rep	25.000000	0.471698	0.157233	0.235849
since	7.000000	0.259259	0.044025	0.075269
got	6.000000	0.153846	0.037736	0.060606
issue	3.000000	0.150000	0.018868	0.033520
correct	4.000000	0.666667	0.025157	0.048485
warrenty	6.000000	0.750000	0.037736	0.071856
ask	4.000000	0.333333	0.025157	0.046784
care	3.000000	0.333333	0.018868	0.035714
language	3.000000	1.000000	0.018868	0.037037
could	9.000000	0.272727	0.056604	0.093750
days	6.000000	0.315789	0.037736	0.067416
times	4.000000	0.153846	0.025157	0.043243
turn	9.000000	0.230769	0.056604	0.090909
shipped	5.000000	0.625000	0.031447	0.059880
place	12.000000	0.375000	0.075472	0.125654
top	21.000000	0.072414	0.132075	0.093541
waited	2.000000	0.500000	0.012579	0.024540
first	7.000000	0.218750	0.044025	0.073298
number	3.000000	0.428571	0.018868	0.036145
one	25.000000	0.125000	0.157233	0.139276
date	2.000000	0.166667	0.012579	0.023392
done	4.000000	0.307692	0.025157	0.046512
another	9.000000	0.310345	0.056604	0.095745
custom	6.000000	0.600000	0.037736	0.071006
given	2.000000	0.285714	0.012579	0.024096
service	13.000000	0.764706	0.081761	0.147727
twenty	2.000000	0.666667	0.012579	0.024691
5th	2.000000	1.000000	0.012579	0.024845
needed	2.000000	0.200000	0.012579	0.023669
2	14.000000	0.186667	0.088050	0.119658
speaking	3.000000	0.750000	0.018868	0.036810
proving	3.000000	1.000000	0.018868	0.037037
took	4.000000	0.266667	0.025157	0.045977
part	5.000000	0.208333	0.031447	0.054645
17	3.000000	0.500000	0.018868	0.036364
matter	4.000000	0.571429	0.025157	0.048193
say	6.000000	0.206897	0.037736	0.063830
need	3.000000	0.039474	0.018868	0.025532
take	2.000000	0.054054	0.012579	0.020408
screw	2.000000	0.666667	0.012579	0.024691
able	4.000000	0.051948	0.025157	0.033898
contact	3.000000	1.000000	0.018868	0.037037
without	4.000000	0.235294	0.025157	0.045455
online	2.000000	0.200000	0.012579	0.023669
blue	2.000000	0.285714	0.012579	0.024096
unless	2.000000	0.400000	0.012579	0.024390
though	7.000000	0.184211	0.044025	0.071066
knew	3.000000	1.000000	0.018868	0.037037
paid	2.000000	0.333333	0.012579	0.024242
75	3.000000	1.000000	0.018868	0.037037
said	4.000000	0.363636	0.025157	0.047059
plan	2.000000	0.285714	0.012579	0.024096
complaints	2.000000	0.666667	0.012579	0.024691
expired	3.000000	1.000000	0.018868	0.037037
later	7.000000	0.636364	0.044025	0.082353
drive	4.000000	0.088889	0.025157	0.039216
ridiculous	2.000000	0.500000	0.012579	0.024540
tech	9.000000	0.529412	0.056604	0.102273
away	2.000000	0.222222	0.012579	0.023810
fact	4.000000	0.190476	0.025157	0.044444
find	5.000000	0.263158	0.031447	0.056180
failed	2.000000	0.500000	0.012579	0.024540
get	17.000000	0.141667	0.106918	0.121864
cannot	2.000000	0.333333	0.012579	0.024242
resolve	2.000000	0.666667	0.012579	0.024691
bad	6.000000	0.222222	0.037736	0.064516
fixed	5.000000	0.625000	0.031447	0.059880
inept	2.000000	1.000000	0.012579	0.024845
see	10.000000	0.238095	0.062893	0.099502
computer	21.000000	0.102439	0.132075	0.115385
result	2.000000	0.666667	0.012579	0.024691
3	13.000000	0.236364	0.081761	0.121495
bought	5.000000	0.111111	0.031447	0.049020
come	3.000000	0.073171	0.018868	0.030000
taking	3.000000	0.375000	0.018868	0.035928
called	9.000000	0.750000	0.056604	0.105263
can't	2.000000	0.074074	0.012579	0.021505
con	14.000000	0.164706	0.088050	0.114754
agree	2.000000	1.000000	0.012579	0.024845
three	5.000000	0.384615	0.031447	0.058140
quickly	2.000000	0.222222	0.012579	0.023810
much	2.000000	0.048780	0.012579	0.020000
board	3.000000	0.053571	0.018868	0.027907
life	2.000000	0.033333	0.012579	0.018265
received	2.000000	0.400000	0.012579	0.024390
else	2.000000	0.166667	0.012579	0.023392
understand	2.000000	0.222222	0.012579	0.023810
worked	3.000000	0.200000	0.018868	0.034483
receive	3.000000	0.428571	0.018868	0.036145
replaced	3.000000	0.333333	0.018868	0.035714
many	3.000000	0.214286	0.018868	0.034682
fun	4.000000	0.173913	0.025157	0.043956
ive	12.000000	0.092308	0.075472	0.083045
site	3.000000	0.300000	0.018868	0.035503
hardware	2.000000	0.285714	0.012579	0.024096
good	4.000000	0.048193	0.025157	0.033058
mouse	2.000000	0.068966	0.012579	0.021277
different	4.000000	0.307692	0.025157	0.046512
pay	5.000000	0.294118	0.031447	0.056818
make	3.000000	0.073171	0.018868	0.030000
week	8.000000	0.347826	0.050314	0.087912
extended	3.000000	0.428571	0.018868	0.036145
forced	2.000000	0.666667	0.012579	0.024691
assist	3.000000	1.000000	0.018868	0.037037
totally	2.000000	0.333333	0.012579	0.024242
well	5.000000	0.096154	0.031447	0.047393
unconcerned	2.000000	1.000000	0.012579	0.024845
person	2.000000	0.142857	0.012579	0.023121
services	4.000000	0.800000	0.025157	0.048780
english	2.000000	1.000000	0.012579	0.024845
left	4.000000	0.400000	0.025157	0.047337
less	6.000000	0.130435	0.037736	0.058537
laptop	17.000000	0.069672	0.106918	0.084367
questions	2.000000	1.000000	0.012579	0.024845
seems	6.000000	0.375000	0.037736	0.068571
except	2.000000	0.333333	0.012579	0.024242
battery	2.000000	0.026316	0.012579	0.017021
4	13.000000	0.317073	0.081761	0.130000
gave	2.000000	0.333333	0.012579	0.024242
around	3.000000	0.200000	0.018868	0.034483
game	2.000000	0.064516	0.012579	0.021053
know	3.000000	0.200000	0.018868	0.034483
world	2.000000	0.333333	0.012579	0.024242
like	4.000000	0.046512	0.025157	0.032653
lost	2.000000	0.250000	0.012579	0.023952
hung	2.000000	1.000000	0.012579	0.024845
replacement	5.000000	0.625000	0.031447	0.059880
right	2.000000	0.071429	0.012579	0.021390
deal	4.000000	0.266667	0.025157	0.045977
people	4.000000	0.333333	0.025157	0.046784
back	16.000000	0.363636	0.100629	0.157635
machine	4.000000	0.093023	0.025157	0.039604
denied	2.000000	1.000000	0.012579	0.024845
cord	4.000000	0.444444	0.025157	0.047619
run	2.000000	0.043478	0.012579	0.019512
power	9.000000	0.272727	0.056604	0.093750
refused	2.000000	0.666667	0.012579	0.024691
broken	2.000000	0.666667	0.012579	0.024691
post	2.000000	1.000000	0.012579	0.024845
actual	4.000000	0.571429	0.025157	0.048193
would	13.000000	0.120370	0.081761	0.097378
anything	5.000000	0.357143	0.031447	0.057803
