with,great	2.000000	0.666667	0.012821	0.025157
had,the	4.000000	0.235294	0.025641	0.046243
which,are	2.000000	0.666667	0.012821	0.025157
the,menu	10.000000	0.666667	0.064103	0.116959
my,husband	2.000000	0.222222	0.012821	0.024242
reason,price	3.000000	0.333333	0.019231	0.036364
tasti,and	2.000000	0.400000	0.012821	0.024845
upon,request	2.000000	1.000000	0.012821	0.025316
wa,pretti	3.000000	0.300000	0.019231	0.036145
delici,but	2.000000	1.000000	0.012821	0.025316
is,amaz	3.000000	0.375000	0.019231	0.036585
without,be	2.000000	1.000000	0.012821	0.025316
place,ha	2.000000	0.200000	0.012821	0.024096
portion,are	4.000000	1.000000	0.025641	0.050000
two,peopl	2.000000	0.666667	0.012821	0.025157
and,the	15.000000	0.145631	0.096154	0.115830
for,dessert	2.000000	0.500000	0.012821	0.025000
that,the	2.000000	0.285714	0.012821	0.024540
i,had	4.000000	0.133333	0.025641	0.043011
becaus,it	2.000000	0.333333	0.012821	0.024691
the,tabl	2.000000	0.200000	0.012821	0.024096
thi,place	2.000000	0.024390	0.012821	0.016807
wine,by	2.000000	0.666667	0.012821	0.025157
but,the	2.000000	0.066667	0.012821	0.021505
the,french	2.000000	1.000000	0.012821	0.025316
which,wa	4.000000	0.235294	0.025641	0.046243
the,glass	2.000000	0.666667	0.012821	0.025157
to,the	4.000000	0.129032	0.025641	0.042781
appet,and	2.000000	0.285714	0.012821	0.024540
the,chicken	4.000000	0.444444	0.025641	0.048485
for,those	2.000000	0.666667	0.012821	0.025157
all,of	3.000000	0.300000	0.019231	0.036145
wa,excel	2.000000	0.166667	0.012821	0.023810
is,also	2.000000	0.500000	0.012821	0.025000
look,for	2.000000	0.333333	0.012821	0.024691
with,a	5.000000	0.250000	0.032051	0.056818
a,littl	2.000000	0.111111	0.012821	0.022989
good,wine	3.000000	1.000000	0.019231	0.037736
chicken,and	2.000000	0.400000	0.012821	0.024845
the,pasta	2.000000	0.666667	0.012821	0.025157
for,the	2.000000	0.058824	0.012821	0.021053
extens,and	2.000000	1.000000	0.012821	0.025316
and,a	2.000000	0.153846	0.012821	0.023669
to,order	2.000000	0.285714	0.012821	0.024540
pizza,wa	2.000000	0.333333	0.012821	0.024691
or,flavor	2.000000	1.000000	0.012821	0.025316
larg,portion	3.000000	1.000000	0.019231	0.037736
the,lobster	2.000000	0.222222	0.012821	0.024242
is,extens	3.000000	1.000000	0.019231	0.037736
wa,averag	3.000000	0.750000	0.019231	0.037500
of,food	3.000000	1.000000	0.019231	0.037736
veri,good	2.000000	0.090909	0.012821	0.022472
wa,good	2.000000	0.095238	0.012821	0.022599
and,delici	2.000000	0.500000	0.012821	0.025000
roll,are	3.000000	0.750000	0.019231	0.037500
had,a	2.000000	0.090909	0.012821	0.022472
fresh,and	4.000000	0.500000	0.025641	0.048780
mash,potato	2.000000	0.666667	0.012821	0.025157
list,wa	2.000000	1.000000	0.012821	0.025316
100,differ	2.000000	1.000000	0.012821	0.025316
is,great	3.000000	0.150000	0.019231	0.034091
the,hous	2.000000	1.000000	0.012821	0.025316
the,food	20.000000	0.148148	0.128205	0.137457
the,roll	2.000000	1.000000	0.012821	0.025316
is,good	3.000000	0.214286	0.019231	0.035294
wa,not	2.000000	0.181818	0.012821	0.023952
and,wine	2.000000	0.400000	0.012821	0.024845
wa,extens	2.000000	1.000000	0.012821	0.025316
for,two	2.000000	0.500000	0.012821	0.025000
but,when	2.000000	1.000000	0.012821	0.025316
is,worth	2.000000	0.285714	0.012821	0.024540
i,wa	4.000000	0.133333	0.025641	0.043011
at,the	3.000000	0.187500	0.019231	0.034884
of,a	2.000000	0.200000	0.012821	0.024096
so,we	2.000000	0.666667	0.012821	0.025157
great,food	3.000000	0.150000	0.019231	0.034091
wa,delici	2.000000	0.222222	0.012821	0.024242
over,100	2.000000	1.000000	0.012821	0.025316
the,appet	2.000000	0.400000	0.012821	0.024845
on,a	5.000000	0.238095	0.032051	0.056497
the,servic	3.000000	0.056604	0.019231	0.028708
creativ,and	3.000000	1.000000	0.019231	0.037736
a,great	4.000000	0.100000	0.025641	0.040816
limit,menu	2.000000	1.000000	0.012821	0.025316
cream,chees	2.000000	0.666667	0.012821	0.025157
a,lot	3.000000	0.230769	0.019231	0.035503
in,a	4.000000	0.181818	0.025641	0.044944
of,the	3.000000	0.045455	0.019231	0.027027
we,order	2.000000	0.400000	0.012821	0.024845
ha,a	2.000000	0.285714	0.012821	0.024540
great,and	3.000000	0.272727	0.019231	0.035928
is,excel	2.000000	0.222222	0.012821	0.024242
select,of	5.000000	1.000000	0.032051	0.062112
are,huge	3.000000	1.000000	0.019231	0.037736
food,and	2.000000	0.083333	0.012821	0.022222
and,great	2.000000	0.400000	0.012821	0.024845
they,have	3.000000	0.272727	0.019231	0.035928
a,nice	3.000000	0.250000	0.019231	0.035714
innov,and	2.000000	1.000000	0.012821	0.025316
in,the	3.000000	0.048387	0.019231	0.027523
great,wine	2.000000	1.000000	0.012821	0.025316
roll,is	2.000000	0.666667	0.012821	0.025157
food,wa	6.000000	0.115385	0.038462	0.057692
such,a	3.000000	0.375000	0.019231	0.036585
is,veri	2.000000	0.117647	0.012821	0.023121
the,sushi	2.000000	0.222222	0.012821	0.024242
lot,of	3.000000	0.333333	0.019231	0.036364
sinc,it	2.000000	0.666667	0.012821	0.025157
menu,is	5.000000	0.714286	0.032051	0.061350
